#TYPE Microsoft.Management.Infrastructure.CimInstance#root/cimv2/Win32_Process
"ProcessName","Handles","VM","WS","Path","Caption","Description","InstallDate","Name","Status","CreationClassName","CreationDate","CSCreationClassName","CSName","ExecutionState","Handle","KernelModeTime","OSCreationClassName","OSName","Priority","TerminationDate","UserModeTime","WorkingSetSize","CommandLine","ExecutablePath","HandleCount","MaximumWorkingSetSize","MinimumWorkingSetSize","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","ThreadCount","VirtualSize","WindowsVersion","WriteOperationCount","WriteTransferCount","PSComputerName"
"System Idle Process","0","8192","8192",,"System Idle Process","System Idle Process",,"System Idle Process",,"Win32_Process","9/1/2026 1:17:23 PM","Win32_ComputerSystem","DataFiles-Corp-",,"0","177027656250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","0",,"0","8192",,,"0",,,"0","0","9","60","0","60","8192","8","61440","0","1","0","1","0","0","0","0","6","8192","10.0.26200","0","0",
"System","3889","4575232","151552",,"System","System",,"System",,"Win32_Process","9/1/2026 1:17:23 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4","852500000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","151552",,,"3889",,,"138301","1542212","102595","40","0","144","2199027830784","53276","40960","4","1","0","1","0","10020","290340591","0","197","4575232","10.0.26200","7869","403229607",
"Registry","0","110608384","25321472",,"Registry","Registry",,"Registry",,"Win32_Process","9/1/2026 1:17:19 PM","Win32_ComputerSystem","DataFiles-Corp-",,"96","5468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","25321472",,,"0",,,"350","3239","165859","4872","4","18980","164003840","118664","4988928","96","12","216","77","317","4","16384","0","4","110608384","10.0.26200","3520","144936960",
"smss.exe","61","2203376222208","1433600",,"smss.exe","smss.exe",,"smss.exe",,"Win32_Process","9/1/2026 1:17:23 PM","Win32_ComputerSystem","DataFiles-Corp-",,"468","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","11",,"312500","1433600",,,"61",,,"635","20744","1177","1152","4","1272","2203385184256","1824","1179648","468","5","16","23","27","24","2845973","0","2","2203376222208","10.0.26200","17","25674",
"csrss.exe","623","2203435458560","6975488",,"csrss.exe","csrss.exe",,"csrss.exe",,"Win32_Process","9/1/2026 1:17:25 PM","Win32_ComputerSystem","DataFiles-Corp-",,"644","7968750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"3437500","6975488",,,"623",,,"13871","341512","6467","2220","632","2556","2203436707840","7704","2273280","644","29","311","30","314","361","278100","0","12","2203435458560","10.0.26200","0","0",
"wininit.exe","163","2203408633856","9261056",,"wininit.exe","wininit.exe",,"wininit.exe",,"Win32_Process","9/1/2026 1:17:25 PM","Win32_ComputerSystem","DataFiles-Corp-",,"716","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"468750","9261056",,,"163",,,"481","5136","4187","1712","632","2232","2203426275328","10864","1753088","716","13","85","17","105","2","36868","0","2","2203408633856","10.0.26200","0","0",
"csrss.exe","153","2203423133696","6017024",,"csrss.exe","csrss.exe",,"csrss.exe",,"Win32_Process","9/1/2026 1:17:25 PM","Win32_ComputerSystem","DataFiles-Corp-",,"724","1875000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"1562500","6017024",,,"153",,,"1202","4792","2947","1932","708","2276","2203428376576","7316","1978368","724","12","119","14","127","48","36084","1","11","2203423133696","10.0.26200","0","0",
"winlogon.exe","224","2203456196608","12181504","C:\Windows\system32\winlogon.exe","winlogon.exe","winlogon.exe",,"winlogon.exe",,"Win32_Process","9/1/2026 1:17:25 PM","Win32_ComputerSystem","DataFiles-Corp-",,"788","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"468750","12181504","winlogon.exe","C:\Windows\system32\winlogon.exe","224","1380","200","291","270250","5359","2428","708","3960","2203462742016","15692","2486272","788","1292","142","1551","149","2","303084","1","3","2203456196608","10.0.26200","0","0",
"services.exe","808","2203495297024","17035264",,"services.exe","services.exe",,"services.exe",,"Win32_Process","9/1/2026 1:17:25 PM","Win32_ComputerSystem","DataFiles-Corp-",,"860","80625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","9",,"27187500","17035264",,,"808",,,"62645","299164","22061","11892","716","12196","2203498385408","16832","12177408","860","23","194","36","245","27","4382836","0","13","2203495297024","10.0.26200","13","53408",
"lsass.exe","1609","2203462279168","25358336",,"lsass.exe","lsass.exe",,"lsass.exe",,"Win32_Process","9/1/2026 1:17:26 PM","Win32_ComputerSystem","DataFiles-Corp-",,"880","225000000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","9",,"167031250","25358336",,,"1609",,,"37921","3470944","46648","8252","716","8764","2203466346496","28632","8450048","880","26","219","282","347","1019","111446","0","10","2203462279168","10.0.26200","804","1639927",
"svchost.exe","1169","2203486519296","33976320",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:27 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1008","34843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"23125000","33976320",,,"1169",,,"20218","512093","31486","9456","860","11352","2203514396672","36012","9682944","1008","25","536","52","548","47","188440","0","14","2203486519296","10.0.26200","8","98304",
"fontdrvhost.exe","43","2203391524864","3952640","C:\Windows\system32\fontdrvhost.exe","fontdrvhost.exe","fontdrvhost.exe",,"fontdrvhost.exe",,"Win32_Process","9/1/2026 1:17:27 PM","Win32_ComputerSystem","DataFiles-Corp-",,"540","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","3952640","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","43","1380","200","11","348","1578","1388","788","1460","2203393708032","4948","1421312","540","8","43","8","43","0","0","1","5","2203391524864","10.0.26200","0","0",
"fontdrvhost.exe","43","2203392905216","4009984","C:\Windows\system32\fontdrvhost.exe","fontdrvhost.exe","fontdrvhost.exe",,"fontdrvhost.exe",,"Win32_Process","9/1/2026 1:17:27 PM","Win32_ComputerSystem","DataFiles-Corp-",,"536","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","4009984","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","43","1380","200","21","644","1651","1528","716","1612","2203395022848","5164","1564672","536","8","45","9","45","0","0","0","5","2203392905216","10.0.26200","0","0",
"svchost.exe","1271","2203421032448","18616320",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:27 PM","Win32_ComputerSystem","DataFiles-Corp-",,"948","53437500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"56562500","18616320",,,"1271",,,"11327","320484","94970","9552","860","9928","2203476217856","20104","9781248","948","23","162","36","163","32","131072","0","10","2203421032448","10.0.26200","0","0",
"svchost.exe","403","2203419672576","13344768",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:27 PM","Win32_ComputerSystem","DataFiles-Corp-",,"936","7187500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"3281250","13344768",,,"403",,,"274","6736","7650","3368","860","3948","2203427012608","14916","3448832","936","17","157","23","176","2","252","0","6","2203419672576","10.0.26200","2","188",
"LogonUI.exe","716","2203636486144","60661760","C:\Windows\system32\LogonUI.exe","LogonUI.exe","LogonUI.exe",,"LogonUI.exe",,"Win32_Process","9/1/2026 1:17:27 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1076","9531250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"12500000","60661760","""LogonUI.exe"" /flags:0x2 /state0:0xa3bd2855 /state1:0x41c64e6d","C:\Windows\system32\LogonUI.exe","716","1380","200","17203","71924","36652","12996","788","19464","2203644272640","73600","13307904","1076","35","535","49","548","7","64344","1","15","2203636486144","10.0.26200","2","4256",
"dwm.exe","745","2203576561664","29130752","C:\Windows\system32\dwm.exe","dwm.exe","dwm.exe",,"dwm.exe",,"Win32_Process","9/1/2026 1:17:27 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1084","23125000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"43906250","29130752","""dwm.exe""","C:\Windows\system32\dwm.exe","745","1380","200","1726","58404","23389","17700","788","22252","2203578241024","55664","18124800","1084","26","385","127","401","2","424376","1","18","2203576561664","10.0.26200","0","0",
"svchost.exe","333","2203432595456","20185088",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:28 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1252","32968750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"37343750","20185088",,,"333",,,"1358","13706","39963","9644","860","20500","2203444146176","29952","9875456","1252","11","95","14","103","152757","73806361","0","5","2203432595456","10.0.26200","46407","9892928",
"svchost.exe","350","2203490263040","21479424",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:28 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1284","96718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"101875000","21479424",,,"350",,,"8630","257786","747058","5208","860","7788","2204075761664","593444","5332992","1284","30","170","70","1283","1172","3325742","0","8","2203490263040","10.0.26200","303","5255872",
"svchost.exe","217","2203416215552","11964416",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:28 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1384","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","11964416",,,"217",,,"318","12052","4973","2664","860","3096","2203420459008","14408","2727936","1384","13","99","26","101","2","480","0","2","2203416215552","10.0.26200","0","0",
"svchost.exe","154","2203409125376","9601024",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1464","12343750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"16093750","9601024",,,"154",,,"135","5314","72449","2016","860","2160","2203413213184","10416","2064384","1464","11","72","12","73","4900","176372","0","6","2203409125376","10.0.26200","4899","176364",
"svchost.exe","137","2203406024704","7663616",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1472","7656250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"3437500","7663616",,,"137",,,"73","2954","4529","1624","860","1832","2203409256448","8728","1662976","1472","10","69","11","70","27084","70413248","0","4","2203406024704","10.0.26200","27083","69561836",
"svchost.exe","120","2203404414976","7122944",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1496","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","7122944",,,"120",,,"72","2954","2545","1448","860","1724","2203408695296","8196","1482752","1496","9","68","10","68","2","52","0","3","2203404414976","10.0.26200","1","36",
"svchost.exe","178","2203411193856","7553024",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1584","4687500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"4218750","7553024",,,"178",,,"31","1260","2502","1772","860","1856","2203414425600","8348","1814528","1584","8","64","9","65","0","0","0","3","2203411193856","10.0.26200","0","0",
"svchost.exe","124","2203405467648","7053312",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1600","1093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1250000","7053312",,,"124",,,"91","3322","2406","1540","860","1896","2203409747968","8332","1576960","1600","9","68","11","68","1966","86464","0","4","2203405467648","10.0.26200","1965","86452",
"svchost.exe","116","2203402194944","6565888",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1608","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","6565888",,,"116",,,"36","1148","2342","1344","860","1692","2203406475264","7572","1376256","1608","8","64","10","64","0","0","0","3","2203402194944","10.0.26200","0","0",
"svchost.exe","255","2203418378240","14454784",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1616","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","14454784",,,"255",,,"158","5452","5764","2032","860","2492","2203422584832","16228","2080768","1616","10","119","12","122","0","0","0","2","2203418378240","10.0.26200","0","0",
"svchost.exe","322","2203415449600","13893632",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1624","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1250000","13893632",,,"322",,,"1085","20332","7086","2576","860","3380","2203443445760","14768","2637824","1624","12","106","15","149","32","119794","0","4","2203415449600","10.0.26200","2","135168",
"svchost.exe","149","2203403911168","8269824",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1636","2656250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","10",,"2812500","8269824",,,"149",,,"9880","362276","6540","4988","860","5144","2203406094336","10852","5107712","1636","26","63","29","63","0","0","0","5","2203403911168","10.0.26200","0","0",
"svchost.exe","913","2203435634688","18542592",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1820","6093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"5468750","18542592",,,"913",,,"5542","483489","14789","4752","860","6880","2203467431936","21392","4866048","1820","21","157","96","167","1","116","0","9","2203435634688","10.0.26200","1","160",
"svchost.exe","517","2203454369792","20471808",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1912","21718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"12812500","20471808",,,"517",,,"36095","174830","63681","17680","860","29088","2203504680960","32388","18104320","1912","17","105","28","203","5215","75036416","0","9","2203454369792","10.0.26200","3621","68360992",
"svchost.exe","197","2203432402944","12238848",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1956","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1093750","12238848",,,"197",,,"534","15918","5111","2500","860","2832","2203436609536","14584","2560000","1956","12","122","13","130","2","8192","0","3","2203432402944","10.0.26200","0","0",
"svchost.exe","175","2203413696512","10293248",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1964","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","10293248",,,"175",,,"69","2292","4162","2028","860","2404","2203418939392","11360","2076672","1964","11","82","12","82","35","754","0","5","2203413696512","10.0.26200","0","0",
"svchost.exe","196","2207730950144","11649024",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1992","62187500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"15468750","11649024",,,"196",,,"13610","203152","112958","2672","860","8272","2207744000000","17484","2736128","1992","12","96","17","120","1","20094","0","5","2207730950144","10.0.26200","726","7574670",
"svchost.exe","209","2203405824000","7188480",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2000","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","7188480",,,"209",,,"53","1900","3531","1400","860","1548","2203407933440","8024","1433600","2000","9","70","9","71","0","0","0","3","2203405824000","10.0.26200","0","0",
"svchost.exe","178","2203415105536","10375168",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2084","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","10375168",,,"178",,,"174","6036","4196","2000","860","2360","2203419353088","12368","2048000","2084","11","89","13","91","148","3056","0","3","2203415105536","10.0.26200","0","0",
"svchost.exe","169","2203414843392","10178560",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2132","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","10178560",,,"169",,,"279","10052","4124","1860","860","1992","2203416952832","11520","1904640","2132","11","90","13","92","0","0","0","3","2203414843392","10.0.26200","0","0",
"svchost.exe","191","2203467464704","9437184",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2140","2968750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"11406250","9437184",,,"191",,,"3281","154696","17145","2044","860","7860","2203647991808","16716","2093056","2140","13","158","18","498","0","0","0","6","2203467464704","10.0.26200","0","0",
"svchost.exe","365","2203425103872","16470016",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2172","16250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"10468750","16470016",,,"365",,,"13164","290658","20489","6496","860","7200","2203435532288","18000","6651904","2172","18","250","34","277","1","6","0","11","2203425103872","10.0.26200","86","5266410",
"Memory Compression","0","316276736","223080448",,"Memory Compression","Memory Compression",,"Memory Compression",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2224","136875000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","223080448",,,"0",,,"0","0","701342","820","4","1020","498335744","317832","839680","2224","0","5","0","5","0","0","0","50","316276736","10.0.26200","0","0",
"svchost.exe","256","2203428421632","15810560",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2288","4843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"4062500","15810560",,,"256",,,"280","8400","9707","2944","860","3576","2203443957760","21052","3014656","2288","13","119","19","140","0","0","0","6","2203428421632","10.0.26200","0","0",
"svchost.exe","125","2203402932224","7983104",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2296","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","7983104",,,"125",,,"56","1964","3461","1452","860","1796","2203408175104","9560","1486848","2296","9","67","10","69","0","0","0","2","2203402932224","10.0.26200","0","0",
"svchost.exe","331","2203435806720","18554880",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2396","1093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","18554880",,,"331",,,"508","24048","7815","3180","860","3632","2203441049600","19864","3256320","2396","15","136","20","139","0","0","0","6","2203435806720","10.0.26200","0","0",
"svchost.exe","209","2203414482944","10289152",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2440","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","10289152",,,"209",,,"306","16658","4197","1976","860","2192","2203420786688","11732","2023424","2440","11","87","28","95","0","0","0","5","2203414482944","10.0.26200","0","0",
"svchost.exe","196","2203417411584","11976704",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2524","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","11976704",,,"196",,,"361","16844","4907","2244","860","3000","2203421646848","13328","2297856","2524","12","96","36","100","0","0","0","4","2203417411584","10.0.26200","0","0",
"svchost.exe","240","2203416944640","9490432",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2520","5312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"3437500","9490432",,,"240",,,"388","20648","7137","2560","860","2792","2203420176384","11088","2621440","2520","13","95","44","96","0","0","0","8","2203416944640","10.0.26200","0","0",
"svchost.exe","317","2203423256576","11366400",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:17:30 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2516","12656250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"10937500","11366400",,,"317",,,"18796","1670440","26141","3368","860","3512","2203424305152","11968","3448832","2516","19","103","45","105","2","824","0","11","2203423256576","10.0.26200","0","0",
